Date,Time,PID,Level,Component,Content,TypeOfContent,BlockID,datetime_id,Tag
2008-11-09,205315,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_-7878121102358435702,BLOCK*,blk_-7878121102358435702,081109205315,BLOCK*
2008-11-09,205409,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_4568434182693165548 size 67108864,BLOCK*,blk_4568434182693165548,081109205409,BLOCK*
2008-11-09,205412,832,INFO,dfs.DataNode$PacketResponder,Received block blk_-5704899712662113150 of size 67108864 from /10.251.91.229,Received,blk_-5704899712662113150,081109205412,Received
2008-11-09,205632,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.79:50010 is added to blk_-4794867979917102672 size 67108864,BLOCK*,blk_-4794867979917102672,081109205632,BLOCK*
2008-11-09,205739,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_8763662564934652249 size 67108864,BLOCK*,blk_8763662564934652249,081109205739,BLOCK*
2008-11-09,205742,1001,INFO,dfs.DataNode$PacketResponder,Received block blk_-5861636720645142679 of size 67108864 from /10.251.70.211,Received,blk_-5861636720645142679,081109205742,Received
2008-11-09,205746,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.134:50010 is added to blk_7453815855294711849 size 67108864,BLOCK*,blk_7453815855294711849,081109205746,BLOCK*
2008-11-09,205749,997,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-28342503914935090 src: /10.251.123.132:57542 dest: /10.251.123.132:50010,Receiving,blk_-28342503914935090,081109205749,Receiving
2008-11-09,205754,952,INFO,dfs.DataNode$PacketResponder,Received block blk_8291449241650212794 of size 67108864 from /10.251.89.155,Received,blk_8291449241650212794,081109205754,Received
2008-11-09,205858,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000487_0/part-00487. blk_-5319073033164653435,BLOCK*,blk_-5319073033164653435,081109205858,BLOCK*
2008-11-09,205931,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-4980916519894289629,Verification,blk_-4980916519894289629,081109205931,Verification
2008-11-09,210022,1110,INFO,dfs.DataNode$PacketResponder,Received block blk_-5974833545991408899 of size 67108864 from /10.251.31.180,Received,blk_-5974833545991408899,081109210022,Received
2008-11-09,210037,1084,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5009020203888190378 src: /10.251.199.19:52622 dest: /10.251.199.19:50010,Receiving,blk_-5009020203888190378,081109210037,Receiving
2008-11-09,210248,1138,INFO,dfs.DataNode$PacketResponder,Received block blk_6921674711959888070 of size 67108864 from /10.251.65.203,Received,blk_6921674711959888070,081109210248,Received
2008-11-09,210407,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_5165786360127153975 size 67108864,BLOCK*,blk_5165786360127153975,081109210407,BLOCK*
2008-11-09,210458,1278,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2937758977269298350 src: /10.251.194.129:37476 dest: /10.251.194.129:50010,Receiving,blk_2937758977269298350,081109210458,Receiving
2008-11-09,210551,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.191:50010 is added to blk_673825774073966710 size 67108864,BLOCK*,blk_673825774073966710,081109210551,BLOCK*
2008-11-09,210637,1283,INFO,dfs.DataNode$PacketResponder,Received block blk_-7526945448667194862 of size 67108864 from /10.251.203.80,Received,blk_-7526945448667194862,081109210637,Received
2008-11-09,210656,1334,INFO,dfs.DataNode$PacketResponder,Received block blk_-2094397855762091248 of size 67108864 from /10.251.126.83,Received,blk_-2094397855762091248,081109210656,Received
2008-11-09,210712,1333,INFO,dfs.DataNode$PacketResponder,Received block blk_-8523968015014407246 of size 67108864 from /10.251.214.225,Received,blk_-8523968015014407246,081109210712,Received
2008-11-09,210743,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_8181993091797661153 size 67108864,BLOCK*,blk_8181993091797661153,081109210743,BLOCK*
2008-11-09,210801,1357,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6276023454199613372 src: /10.251.65.237:34085 dest: /10.251.65.237:50010,Receiving,blk_-6276023454199613372,081109210801,Receiving
2008-11-09,210807,1408,INFO,dfs.DataNode$PacketResponder,Received block blk_4755566011267050000 of size 67108864 from /10.251.75.79,Received,blk_4755566011267050000,081109210807,Received
2008-11-09,210812,1395,INFO,dfs.DataNode$PacketResponder,Received block blk_-3909548841543565741 of size 3542967 from /10.251.195.33,Received,blk_-3909548841543565741,081109210812,Received
2008-11-09,210921,1452,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6809181994368905854 src: /10.250.17.225:51754 dest: /10.250.17.225:50010,Receiving,blk_-6809181994368905854,081109210921,Receiving
2008-11-09,210935,1458,INFO,dfs.DataNode$PacketResponder,Received block blk_8829027411458566099 of size 67108864 from /10.251.38.214,Received,blk_8829027411458566099,081109210935,Received
2008-11-09,211029,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-29548654251973735 size 67108864,BLOCK*,blk_-29548654251973735,081109211029,BLOCK*
2008-11-09,211038,1490,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5073870177832699716 terminating,PacketResponder,blk_-5073870177832699716,081109211038,PacketResponder
2008-11-09,211216,1504,INFO,dfs.DataNode$PacketResponder,Received block blk_-8241093737585222406 of size 67108864 from /10.250.5.161,Received,blk_-8241093737585222406,081109211216,Received
2008-11-09,211301,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-2480595760294717232 size 67108864,BLOCK*,blk_-2480595760294717232,081109211301,BLOCK*
2008-11-09,211353,1574,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7791237942696729620 terminating,PacketResponder,blk_7791237942696729620,081109211353,PacketResponder
2008-11-09,211403,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_2113880130496815041 size 3549917,BLOCK*,blk_2113880130496815041,081109211403,BLOCK*
2008-11-09,211453,1623,INFO,dfs.DataNode$PacketResponder,Received block blk_1064470652608359218 of size 67108864 from /10.251.39.242,Received,blk_1064470652608359218,081109211453,Received
2008-11-09,211528,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_-1661553043410372067 size 67108864,BLOCK*,blk_-1661553043410372067,081109211528,BLOCK*
2008-11-09,211617,1635,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-1527267659500322006 terminating,PacketResponder,blk_-1527267659500322006,081109211617,PacketResponder
2008-11-09,211918,1777,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4886940526690879848 terminating,PacketResponder,blk_4886940526690879848,081109211918,PacketResponder
2008-11-09,212029,1814,INFO,dfs.DataNode$PacketResponder,Received block blk_-2452477352812192142 of size 67108864 from /10.250.7.244,Received,blk_-2452477352812192142,081109212029,Received
2008-11-09,212219,1885,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-4229375751333894621 terminating,PacketResponder,blk_-4229375751333894621,081109212219,PacketResponder
2008-11-09,212220,1946,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-774267833966018354 src: /10.251.38.53:51057 dest: /10.251.38.53:50010,Receiving,blk_-774267833966018354,081109212220,Receiving
2008-11-09,212245,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131775,BLOCK*,blk_2513940824125131775,081109212245,BLOCK*
2008-11-09,212317,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343691,BLOCK*,blk_-1282453782148343691,081109212317,BLOCK*
2008-11-09,212338,2007,INFO,dfs.DataNode$PacketResponder,Received block blk_-518701095493827363 of size 67108864 from /10.251.214.67,Received,blk_-518701095493827363,081109212338,Received
2008-11-09,212403,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-2530087534157630851 size 67108864,BLOCK*,blk_-2530087534157630851,081109212403,BLOCK*
2008-11-09,212440,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_427714267500527780 size 67108864,BLOCK*,blk_427714267500527780,081109212440,BLOCK*
2008-11-09,212703,2053,INFO,dfs.DataNode$PacketResponder,Received block blk_-967145856473901804 of size 67108864 from /10.250.6.191,Received,blk_-967145856473901804,081109212703,Received
2008-11-09,212904,2174,INFO,dfs.DataNode$PacketResponder,Received block blk_8408125361497769001 of size 67108864 from /10.251.70.211,Received,blk_8408125361497769001,081109212904,Received
2008-11-09,212931,2211,INFO,dfs.DataNode$PacketResponder,Received block blk_-1614641487214609125 of size 67108864 from /10.251.193.175,Received,blk_-1614641487214609125,081109212931,Received
2008-11-09,213009,2207,INFO,dfs.DataNode$PacketResponder,Received block blk_7577595658377008671 of size 67108864 from /10.251.71.97,Received,blk_7577595658377008671,081109213009,Received
2008-11-09,213028,2206,INFO,dfs.DataNode$PacketResponder,Received block blk_3777400576053320362 of size 67108864 from /10.251.31.5,Received,blk_3777400576053320362,081109213028,Received
2008-11-09,213217,2267,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-5852844080027817147 terminating,PacketResponder,blk_-5852844080027817147,081109213217,PacketResponder
2008-11-09,213353,2313,INFO,dfs.DataNode$PacketResponder,Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228,Received,blk_-2129171714384027465,081109213353,Received
2008-11-09,213436,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-2827716238972737794,Verification,blk_-2827716238972737794,081109213436,Verification
2008-11-09,213506,2421,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3509323198988774369 src: /10.250.6.214:52922 dest: /10.250.6.214:50010,Receiving,blk_-3509323198988774369,081109213506,Receiving
2008-11-09,213510,2384,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_9093049293972551787 terminating,PacketResponder,blk_9093049293972551787,081109213510,PacketResponder
2008-11-09,213837,19,INFO,dfs.FSDataset,Deleting block blk_1781953582842324563 file /mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563,Deleting,blk_1781953582842324563,081109213837,Deleting
2008-11-09,232200,3856,INFO,dfs.DataNode$PacketResponder,Received block blk_-6867873931012347356 of size 67108864 from /10.251.39.64,Received,blk_-6867873931012347356,081109232200,Received
2008-11-09,232324,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_6093743385844975689 size 67108864,BLOCK*,blk_6093743385844975689,081109232324,BLOCK*
2008-11-09,232346,3820,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8692428775973608797 src: /10.250.10.213:56574 dest: /10.250.10.213:50010,Receiving,blk_8692428775973608797,081109232346,Receiving
2008-11-09,232639,3792,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-6837050820114491742 terminating,PacketResponder,blk_-6837050820114491742,081109232639,PacketResponder
2008-11-09,232828,3875,INFO,dfs.DataNode$PacketResponder,Received block blk_-5195432543794777448 of size 67108864 from /10.250.10.6,Received,blk_-5195432543794777448,081109232828,Received
2008-11-09,232829,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_1636660629634995787 size 67108864,BLOCK*,blk_1636660629634995787,081109232829,BLOCK*
2008-11-09,232833,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_467589865104023338 size 67108864,BLOCK*,blk_467589865104023338,081109232833,BLOCK*
2008-11-09,232923,3792,INFO,dfs.DataNode$PacketResponder,Received block blk_7929144620252342335 of size 67108864 from /10.251.31.5,Received,blk_7929144620252342335,081109232923,Received
2008-11-09,232926,3783,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1798958443298220150 src: /10.251.111.209:57419 dest: /10.251.111.209:50010,Receiving,blk_-1798958443298220150,081109232926,Receiving
2008-11-09,233108,3872,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-54240672253074715 terminating,PacketResponder,blk_-54240672253074715,081109233108,PacketResponder
2008-11-09,233356,3917,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7172347691639518373 src: /10.251.111.37:35327 dest: /10.251.111.37:50010,Receiving,blk_-7172347691639518373,081109233356,Receiving
2008-11-09,233753,3950,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6412155847905320411 src: /10.251.30.85:58995 dest: /10.251.30.85:50010,Receiving,blk_-6412155847905320411,081109233753,Receiving
2008-11-09,233835,4139,INFO,dfs.DataNode$DataXceiver,Receiving block blk_699651392443620263 src: /10.251.70.5:34703 dest: /10.251.70.5:50010,Receiving,blk_699651392443620263,081109233835,Receiving
2008-11-09,233836,4061,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8788032532930439012 src: /10.251.126.255:41104 dest: /10.251.126.255:50010,Receiving,blk_-8788032532930439012,081109233836,Receiving
2008-11-09,233849,4087,INFO,dfs.DataNode$PacketResponder,Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37,Received,blk_-3455521536483250153,081109233849,Received
2008-11-09,234027,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.85:50010 is added to blk_-7017553867379051457 size 67108864,BLOCK*,blk_-7017553867379051457,081109234027,BLOCK*
2008-11-09,234107,4261,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1259190292740306590 src: /10.251.65.203:36289 dest: /10.251.65.203:50010,Receiving,blk_-1259190292740306590,081109234107,Receiving
2008-11-09,234110,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000296_0/part-00296. blk_-6620182933895093708,BLOCK*,blk_-6620182933895093708,081109234110,BLOCK*
2008-11-09,234111,4288,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2028803850179311599 terminating,PacketResponder,blk_2028803850179311599,081109234111,PacketResponder
2008-11-09,234112,4136,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8562334328670278932 src: /10.251.194.147:46714 dest: /10.251.194.147:50010,Receiving,blk_-8562334328670278932,081109234112,Receiving
2008-11-09,234325,4246,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-8108913101671416218 terminating,PacketResponder,blk_-8108913101671416218,081109234325,PacketResponder
2008-11-09,234512,4223,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7640601843607665080 terminating,PacketResponder,blk_-7640601843607665080,081109234512,PacketResponder
2008-11-09,234516,4136,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7654726977769174867 src: /10.251.110.160:49990 dest: /10.251.110.160:50010,Receiving,blk_7654726977769174867,081109234516,Receiving
2008-11-09,234555,4345,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_8320088109701056055 terminating,PacketResponder,blk_8320088109701056055,081109234555,PacketResponder
2008-11-09,234605,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4585055992495043771 size 67108864,BLOCK*,blk_4585055992495043771,081109234605,BLOCK*
2008-11-09,234644,4177,INFO,dfs.DataNode$PacketResponder,Received block blk_-4330512786228504138 of size 67108864 from /10.251.67.225,Received,blk_-4330512786228504138,081109234644,Received
2008-11-09,234706,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.179:50010 is added to blk_4628142183191390143 size 67108864,BLOCK*,blk_4628142183191390143,081109234706,BLOCK*
2008-11-09,234719,4344,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-6766351519628312408 terminating,PacketResponder,blk_-6766351519628312408,081109234719,PacketResponder
2008-11-09,234728,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to blk_-476906696485288376 size 67108864,BLOCK*,blk_-476906696485288376,081109234728,BLOCK*
2008-11-09,234835,3972,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7436749154361133879 terminating,PacketResponder,blk_-7436749154361133879,081109234835,PacketResponder
2008-11-09,234835,4259,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7061131805920430446 src: /10.250.7.32:53397 dest: /10.250.7.32:50010,Receiving,blk_7061131805920430446,081109234835,Receiving
2008-11-09,234924,4275,INFO,dfs.DataNode$PacketResponder,Received block blk_-684595390732854503 of size 67108864 from /10.250.6.191,Received,blk_-684595390732854503,081109234924,Received
2008-11-09,235030,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-6956067134432991406 size 67108864,BLOCK*,blk_-6956067134432991406,081109235030,BLOCK*
2008-11-09,235138,3469,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_549647953114643908 terminating,PacketResponder,blk_549647953114643908,081109235138,PacketResponder
2008-11-09,235140,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000230_0/part-00230. blk_559204981722276126,BLOCK*,blk_559204981722276126,081109235140,BLOCK*
2008-11-09,235305,4419,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-165500353496111884 terminating,PacketResponder,blk_-165500353496111884,081109235305,PacketResponder
2008-11-09,235311,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000169_0/part-00169. blk_-7105305952901940477,BLOCK*,blk_-7105305952901940477,081109235311,BLOCK*
2008-11-09,235322,3968,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9103764593642564543 src: /10.251.43.115:46385 dest: /10.251.43.115:50010,Receiving,blk_-9103764593642564543,081109235322,Receiving
2008-11-09,235337,4459,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_3160319368100972992 terminating,PacketResponder,blk_3160319368100972992,081109235337,PacketResponder
2008-11-09,235426,4327,INFO,dfs.DataNode$PacketResponder,Received block blk_-562725280853087685 of size 67108864 from /10.251.91.84,Received,blk_-562725280853087685,081109235426,Received
2008-11-09,235609,4400,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4568377692254637284 terminating,PacketResponder,blk_4568377692254637284,081109235609,PacketResponder
2008-11-09,235727,4429,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5217146995455608468 src: /10.251.214.67:38871 dest: /10.251.214.67:50010,Receiving,blk_-5217146995455608468,081109235727,Receiving
2008-11-09,235813,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.225:50010 is added to blk_7481361125021302112 size 67108864,BLOCK*,blk_7481361125021302112,081109235813,BLOCK*
2008-11-09,235903,4454,INFO,dfs.DataNode$PacketResponder,Received block blk_-71429470616906355 of size 67108864 from /10.250.19.16,Received,blk_-71429470616906355,081109235903,Received
2008-11-09,235904,4520,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-522892190802801712 src: /10.251.74.134:39584 dest: /10.251.74.134:50010,Receiving,blk_-522892190802801712,081109235904,Receiving
2008-11-09,235919,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-3249711809227781266 size 67108864,BLOCK*,blk_-3249711809227781266,081109235919,BLOCK*
2008-11-09,235951,4525,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6329494504520216748 src: /10.251.25.237:39332 dest: /10.251.25.237:50010,Receiving,blk_-6329494504520216748,081109235951,Receiving
2008-11-10,000117,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_-207775976836691685,BLOCK*,blk_-207775976836691685,081110000117,BLOCK*
2008-11-10,000136,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_5114010683183383297 size 67108864,BLOCK*,blk_5114010683183383297,081110000136,BLOCK*
2008-11-10,000136,4627,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-7656610147924319419 terminating,PacketResponder,blk_-7656610147924319419,081110000136,PacketResponder
2008-11-10,000232,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_2096692261399680562,BLOCK*,blk_2096692261399680562,081110000232,BLOCK*
2008-11-10,000238,4717,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-6500549130351529113 terminating,PacketResponder,blk_-6500549130351529113,081110000238,PacketResponder
2008-11-10,000319,4568,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8255732027871411321 src: /10.251.39.179:33950 dest: /10.251.39.179:50010,Receiving,blk_-8255732027871411321,081110000319,Receiving
2008-11-10,000507,4619,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-2896670847306153652 terminating,PacketResponder,blk_-2896670847306153652,081110000507,PacketResponder
2008-11-10,000546,4624,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8856628810470361280 src: /10.250.5.237:41923 dest: /10.250.5.237:50010,Receiving,blk_-8856628810470361280,081110000546,Receiving
2008-11-10,000616,4552,INFO,dfs.DataNode$PacketResponder,Received block blk_3463540868626173125 of size 67108864 from /10.251.30.134,Received,blk_3463540868626173125,081110000616,Received
2008-11-10,000657,4822,INFO,dfs.DataNode$PacketResponder,Received block blk_-5309211894896608429 of size 67108864 from /10.251.202.181,Received,blk_-5309211894896608429,081110000657,Received
2008-11-10,000727,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-1055254430948037872 size 67108864,BLOCK*,blk_-1055254430948037872,081110000727,BLOCK*
2008-11-10,000755,4717,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3962600675982666210 src: /10.251.123.195:37374 dest: /10.251.123.195:50010,Receiving,blk_3962600675982666210,081110000755,Receiving
2008-11-10,000820,4687,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-730776401372551814 terminating,PacketResponder,blk_-730776401372551814,081110000820,PacketResponder
2008-11-10,000841,4727,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-7553009628768897700 terminating,PacketResponder,blk_-7553009628768897700,081110000841,PacketResponder
2008-11-10,001250,4631,INFO,dfs.DataNode$PacketResponder,Received block blk_3068335169639013019 of size 67108864 from /10.251.71.68,Received,blk_3068335169639013019,081110001250,Received
2008-11-10,001307,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-9069971851590882719 size 67108864,BLOCK*,blk_-9069971851590882719,081110001307,BLOCK*
2008-11-10,001337,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_-8924134715029713489 size 67108864,BLOCK*,blk_-8924134715029713489,081110001337,BLOCK*
